pmid,variant,tier,model,verdict,domains,reason,parse_error,latency_s,cost_usd,call_started_utc
41115014,reword,sonnet,claude-sonnet-4-6,Exclude,,"Systematic review on PUI terminology; digital hoarding mentioned without any game component, failing inclusion criterion 3.",,5.35,0.02499,2026-06-03T23:51:05.931499+00:00
41115014,lenient,sonnet,claude-sonnet-4-6,Exclude,,Terminological/conceptual review of internet use disorders; digital hoarding mentioned only as subcategory without game component.,,4.15,0.025391,2026-06-03T23:51:11.283361+00:00
26500478,reword,haiku,claude-haiku-4-5,Exclude,,Systematic review of tDCS treatment efficacy for behavioral addictions; does not examine specific game-hoarding behaviors or psychological mechanisms.,,19.38,0.017584,2026-06-03T23:50:56.145162+00:00
26500478,lenient,haiku,claude-haiku-4-5,Exclude,,Treatment intervention study examining tDCS efficacy for behavioral addictions; not examining hoarding behavioral patterns in games.,,19.22,0.018228,2026-06-03T23:51:00.827540+00:00
41567349,reword,sonnet,claude-sonnet-4-6,Exclude,,"Screening tool for general digital addictions; no game-specific hoarding, loot box, inventory, or collectible behavior examined.",,4.58,0.025624,2026-06-03T23:51:15.529630+00:00
41567349,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Validates a general addiction screening tool with no focus on in-game item hoarding, loot boxes, or any target domain behavior.",,5.03,0.047001,2026-06-03T23:51:20.112570+00:00
41567349,reword,haiku,claude-haiku-4-5,Exclude,,"General problematic gaming screening tool without specific focus on hoarding-related in-game behaviors (item retention, loot boxes, inventory paralysis, completionism, backlog).",,13.89,0.016868,2026-06-03T23:51:15.429087+00:00
41115014,reword,haiku,claude-haiku-4-5,Exclude,,"Terminological review of PUI; treats digital hoarding and online gaming as separate subcategories, excluding game-specific hoarding focus.",,25.69,0.022897,2026-06-03T23:51:05.240749+00:00
23604411,reword,sonnet,claude-sonnet-4-6,Exclude,,Conceptual/nosological editorial on behavioral addiction categories; no empirical game-specific hoarding or behavioral data presented.,,5.3,0.024337,2026-06-03T23:51:29.323118+00:00
40569695,lenient,haiku,claude-haiku-4-5,Maybe,D3,Loot box advertising compliance study; full-text review needed to assess behavioral focus.,,46.29,0.028681,2026-06-03T23:50:51.408247+00:00
23604411,lenient,sonnet,claude-sonnet-4-6,Maybe,Cross-domain,Discusses compulsive buying and behavioral addiction including excessive computer use; may link to game-related hoarding constructs tangentially.,,4.97,0.024784,2026-06-03T23:51:34.619502+00:00
34904959,reword,sonnet,claude-sonnet-4-6,Exclude,,"Measures gaming frequency as an addictive behaviour broadly; no game-specific hoarding, collecting, inventory, or completionism constructs examined.",,4.8,0.025474,2026-06-03T23:51:39.592681+00:00
41115014,lenient,haiku,claude-haiku-4-5,Exclude,,"Paper examines digital hoarding in broad internet-use context, not game-specific hoarding behaviors.",,37.41,0.029805,2026-06-03T23:51:07.243983+00:00
23604411,reword,haiku,claude-haiku-4-5,Exclude,,"Conceptual discussion of behavioral addiction broadly; no focus on game-specific hoarding, loot boxes, gacha, or inventory behaviors.",,19.72,0.018494,2026-06-03T23:51:25.142699+00:00
23604411,lenient,haiku,claude-haiku-4-5,Exclude,,Published in German (fails language criterion); conceptual discussion without empirical game data.,,17.2,0.017838,2026-06-03T23:51:30.928873+00:00
34904959,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Gaming measured as general addictive behavior frequency only; no game-specific hoarding, inventory, loot box, or loss aversion constructs examined.",,4.07,0.028379,2026-06-03T23:51:44.652267+00:00
34904959,reword,haiku,claude-haiku-4-5,Exclude,,Studies gaming as one of eight generic addictive behaviors; does not examine in-game hoarding mechanics or connect to hoarding disorder constructs.,,13.51,0.021093,2026-06-03T23:51:37.695524+00:00
41140132,reword,sonnet,claude-sonnet-4-6,Exclude,,Editorial opinion piece without original data; explicitly excluded under exclusion criterion 4.,,4.55,0.024615,2026-06-03T23:51:48.125303+00:00
41567349,lenient,haiku,claude-haiku-4-5,Maybe,,Develops gaming disorder screening tool; full-text review needed to determine relevance to in-game hoarding or collecting behaviors.,,34.42,0.026719,2026-06-03T23:51:20.048540+00:00
40422088,reword,sonnet,claude-sonnet-4-6,Exclude,,"Bio-inspired swarm AI algorithm for game terrain; no behavioral, psychological, or hoarding-related constructs examined.",,6.49,0.026271,2026-06-03T23:51:54.464190+00:00
40422088,reword,haiku,claude-haiku-4-5,Exclude,,"Algorithm paper on swarm combat AI; lacks examination of hoarding, collecting, inventory, completionism, or player psychological behaviors.",,10.6,0.015864,2026-06-03T23:51:52.678812+00:00
41140132,lenient,sonnet,claude-sonnet-4-6,Exclude,D3|Cross-domain,"Explicitly an editorial without original data, matching Exclusion Criterion 4 unambiguously.",,15.21,0.032035,2026-06-03T23:51:51.204721+00:00
41140132,reword,haiku,claude-haiku-4-5,Exclude,,Editorial without original data; exclusion criterion 4 explicitly disqualifies editorials and commentaries.,,21.65,0.047237,2026-06-03T23:51:44.861230+00:00
38197896,reword,sonnet,claude-sonnet-4-6,Maybe,D3,"Examines in-game purchases and loot box charges in relation to Gaming Disorder, touching D3, but focuses primarily on GD diagnosis not hoarding behavior.",,5.16,0.025459,2026-06-03T23:52:06.508737+00:00
40422088,lenient,haiku,claude-haiku-4-5,Exclude,,"Paper studies swarm game AI algorithms, not player hoarding behaviors or psychological constructs.",,14.17,0.014123,2026-06-03T23:52:00.952824+00:00
40422088,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Game AI algorithm paper on swarm tactics; no behavioral, psychological, or hoarding-related constructs examined.",,13.48,0.026612,2026-06-03T23:52:03.280570+00:00
34904959,lenient,haiku,claude-haiku-4-5,Maybe,,Gaming mentioned but scope unclear; full-text review needed to confirm game-hoarding behavior examination.,,34.6,0.028441,2026-06-03T23:51:44.395119+00:00
41140132,lenient,haiku,claude-haiku-4-5,Exclude,D1|D3|Cross-domain,Editorial without original empirical data; explicit exclusion criterion 4.,,31.08,0.025595,2026-06-03T23:51:48.717508+00:00
38197896,lenient,sonnet,claude-sonnet-4-6,Maybe,D3|Cross-domain,"Examines in-game purchases and loot box charges in relation to gaming disorder, tangentially relevant to D3 and compulsive behavior constructs.",,4.96,0.02586,2026-06-03T23:52:15.127984+00:00
36107949,reword,sonnet,claude-sonnet-4-6,Exclude,,Examines compulsive buying in a COVID context with no game mechanic or virtual item component.,,3.77,0.028003,2026-06-03T23:52:18.996285+00:00
36107949,lenient,sonnet,claude-sonnet-4-6,Exclude,,Studies compulsive buying in a COVID context with no game component or virtual item behavior.,,4.88,0.025871,2026-06-03T23:52:20.084405+00:00
34860130,reword,sonnet,claude-sonnet-4-6,Exclude,,"Loss aversion studied in health gamification (step goals), not in a digital game context.",,3.94,0.025451,2026-06-03T23:52:24.963828+00:00
36107949,reword,haiku,claude-haiku-4-5,Exclude,,"Compulsive buying study during COVID-19 with no game component, virtual items, loot boxes, inventory, or achievement mechanics.",,14.64,0.017507,2026-06-03T23:52:16.765044+00:00
38197896,lenient,haiku,claude-haiku-4-5,Include,D3,Explicitly examines loot box charges and in-game purchases in relation to gaming disorder; directly relevant to D3.,,21.16,0.021677,2026-06-03T23:52:11.673518+00:00
38197896,reword,haiku,claude-haiku-4-5,Maybe,D3,"Examines loot box and in-game purchase behavior, but focuses on Gaming Disorder diagnosis rather than hoarding-related accumulation patterns.",,26.65,0.02206,2026-06-03T23:52:06.417439+00:00
34860130,lenient,sonnet,claude-sonnet-4-6,Maybe,D1,"Studies loss aversion in a gamification context, but the game mechanic is a health app pedometer, not a digital game.",,5.07,0.025972,2026-06-03T23:52:31.407510+00:00
41860608,reword,sonnet,claude-sonnet-4-6,Exclude,,"Population-level addictive behaviour screening tool; no examination of in-game hoarding, virtual items, loot boxes, or related constructs.",,3.49,0.028217,2026-06-03T23:52:33.067552+00:00
34860130,reword,haiku,claude-haiku-4-5,Exclude,,"Studies loss aversion in fitness gamification, not digital game behavior or hoarding constructs; lacks game context and hoarding linkage.",,18.98,0.0174,2026-06-03T23:52:22.763440+00:00
36107949,lenient,haiku,claude-haiku-4-5,Exclude,,"Study examines compulsive buying during COVID-19; no game component, virtual items, or game-related constructs mentioned.",,22.6,0.019588,2026-06-03T23:52:19.802260+00:00
41860608,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Population-level addictive behaviour screening tool; gaming is peripheral with no hoarding, inventory, loot box, or collecting constructs examined.",,6.46,0.02616,2026-06-03T23:52:36.557103+00:00
38603322,reword,sonnet,claude-sonnet-4-6,Exclude,,Focuses on COVID-19 impacts on locative gaming and monetization economics without behavioral or psychological hoarding measures.,,4.15,0.025327,2026-06-03T23:52:42.404582+00:00
41860608,reword,haiku,claude-haiku-4-5,Exclude,,"Measures problematic gaming broadly; doesn't examine in-game hoarding, collecting, inventory, or completionism behaviors.",,15.85,0.016248,2026-06-03T23:52:32.831636+00:00
38603322,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,"Examines microtransaction spending behavior in mobile locative games; tangential D3 relevance but focus is COVID mobility, not collecting or hoarding constructs.",,4.49,0.025909,2026-06-03T23:52:46.553805+00:00
38603322,reword,haiku,claude-haiku-4-5,Exclude,,"Examines pandemic impact on mobile game revenue models; lacks hoarding, collecting, or compulsive constructs central to review scope.",,13.6,0.016079,2026-06-03T23:52:41.744146+00:00
35722786,reword,sonnet,claude-sonnet-4-6,Exclude,,Commentary/response piece with no original data; meets exclusion criterion 4 (editorial without original data).,,5.47,0.024026,2026-06-03T23:52:51.042392+00:00
34860130,lenient,haiku,claude-haiku-4-5,Maybe,D1,"Examines loss aversion in gamification context, but fitness-tracker setting differs from digital-games scope; full-text clarification needed.",,29.36,0.024319,2026-06-03T23:52:28.899794+00:00
35722786,reword,haiku,claude-haiku-4-5,Exclude,,Commentary response without original empirical data; meets exclusion criterion 4.,,10.58,0.012905,2026-06-03T23:52:48.685802+00:00
35722786,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Editorial response/commentary with no original empirical data, matching exclusion criterion 4.",,3.84,0.024337,2026-06-03T23:52:56.508859+00:00
41860608,lenient,haiku,claude-haiku-4-5,Maybe,,Paper studies problematic gaming but abstract lacks detail on hoarding-specific behavioral domains; full-text needed.,,25.06,0.021657,2026-06-03T23:52:36.477537+00:00
38603322,lenient,haiku,claude-haiku-4-5,Exclude,,"Examines pandemic-era spending behavior in locative games, not item hoarding, collecting, inventory, completionism, or backlog accumulation.",,22.06,0.021313,2026-06-03T23:52:43.019808+00:00
40248688,reword,sonnet,claude-sonnet-4-6,Exclude,,"Validates a psychometric instrument for reward deficiency; no game-specific hoarding, inventory, loot box, or completionism behavioral measures.",,10.5,0.025579,2026-06-03T23:52:59.265690+00:00
30427931,reword,sonnet,claude-sonnet-4-6,Exclude,,"Studies behavioral addiction typologies without any game-specific hoarding, inventory, gacha, or completionism behavioral measures.",,5.4,0.026571,2026-06-03T23:53:09.767141+00:00
40248688,lenient,sonnet,claude-sonnet-4-6,Maybe,Cross-domain,Psychometric validation study examining RDS in relation to gaming disorder and compulsive buying; tangential cross-domain relevance warrants full-text review.,,16.02,0.038399,2026-06-03T23:53:01.536978+00:00
35722786,lenient,haiku,claude-haiku-4-5,Maybe,D3,Response piece engaging with loot box definition; insufficient abstract to exclude per EC4 or confirm original data presence.,,23.56,0.020114,2026-06-03T23:52:55.340932+00:00
30427931,reword,haiku,claude-haiku-4-5,Exclude,,Broad behavioral addiction typology mentioning excessive videogame use but not examining game-specific hoarding mechanics or in-game behavioral constructs.,,15.44,0.015984,2026-06-03T23:53:05.075440+00:00
30427931,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Behavioral addiction typology study; videogame use is incidental with no hoarding, inventory, gacha, or collecting behavioral constructs examined.",,4.74,0.025744,2026-06-03T23:53:17.558053+00:00
39307287,reword,sonnet,claude-sonnet-4-6,Exclude,,"Examines Pavlovian conditioning in gaming disorder without addressing hoarding, collecting, inventory, completionism, or virtual item retention behaviors.",,4.4,0.025204,2026-06-03T23:53:20.511309+00:00
40248688,reword,haiku,claude-haiku-4-5,Exclude,,"Validates gaming addiction scale but doesn't examine in-game hoarding, loot boxes, inventory, or completionism behaviors.",,27.8,0.025053,2026-06-03T23:52:58.255697+00:00
39307287,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Study examines Pavlovian conditioning and internet-use disorders without any game-item hoarding, inventory, loot box, or collecting behavioral component.",,4.4,0.026923,2026-06-03T23:53:24.910990+00:00
27942256,reword,sonnet,claude-sonnet-4-6,Exclude,,"Commentary on scale development for shopping addiction; no game component, no behavioral/psychological game data.",,3.84,0.024926,2026-06-03T23:53:29.314104+00:00
27942256,reword,haiku,claude-haiku-4-5,Exclude,,Paper concerns online shopping addiction scales; no game component or game-related hoarding behavior examined.,,10.97,0.014775,2026-06-03T23:53:26.051193+00:00
40248688,lenient,haiku,claude-haiku-4-5,Maybe,Cross-domain,Examines IGD-CBSD relationship; lacks analysis of specific game item/hoarding behaviors.,,38.56,0.032311,2026-06-03T23:53:00.345329+00:00
27942256,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Commentary on shopping addiction scales with no game component, virtual items, or hoarding-game behavior.",,6.78,0.025312,2026-06-03T23:53:37.021110+00:00
39307287,reword,haiku,claude-haiku-4-5,Exclude,,"Studies Pavlovian conditioning in internet-use disorders, not hoarding-related game behaviors (item retention, loot boxes, inventory management, completionism, backlog) or explicit connections to hoar",,27.13,0.024098,2026-06-03T23:53:18.903368+00:00
27942256,lenient,haiku,claude-haiku-4-5,Exclude,,"Paper concerns shopping addiction scales; no game component, game mechanics, or game-related behavior discussed.",,18.39,0.016432,2026-06-03T23:53:33.157140+00:00
39307287,lenient,haiku,claude-haiku-4-5,Maybe,,"Examines conditioning processes in gaming and buying-shopping behaviors but doesn't address specific hoarding, collecting, or inventory management constructs.",,30.37,0.025354,2026-06-03T23:53:22.301309+00:00
27378999,reword,haiku,claude-haiku-4-5,Exclude,,"Clinical comparison study of behavioral addictions including IGD, but does not examine in-game hoarding or item-retention behaviors.",,15.75,0.01576,2026-06-03T23:53:38.903990+00:00
27378999,lenient,sonnet,claude-sonnet-4-6,Maybe,Cross-domain,"Compulsive buying behavior is a key linking construct, but no game component is evident; full text may clarify gaming overlap.",,5.12,0.025177,2026-06-03T23:53:51.550489+00:00
30427931,lenient,haiku,claude-haiku-4-5,Exclude,,"General behavioral addiction typology study lacking specific in-game hoarding behaviors (retention, collecting, completionism, inventory, backlog) required by inclusion criteria.",,42.85,0.033228,2026-06-03T23:53:15.170467+00:00
34857367,reword,sonnet,claude-sonnet-4-6,Exclude,,"Gambling/addiction prevalence study with no game mechanic component; purely clinical, no loot box or gacha connection.",,4.54,0.025414,2026-06-03T23:53:54.649421+00:00
34857367,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Focuses on gambling and internet addiction prevalence in clinical patients; no game mechanic, loot box, or virtual item component.",,4.99,0.0258,2026-06-03T23:53:58.018565+00:00
34857367,reword,haiku,claude-haiku-4-5,Exclude,,"Examines behavioral addictions broadly (gambling, gaming disorder, compulsive buying) but not game-specific hoarding mechanics like loot boxes, item retention, or completionism.",,13.66,0.013988,2026-06-03T23:53:52.673221+00:00
27378999,reword,sonnet,claude-sonnet-4-6,Exclude,,"Compares CBB to other behavioral addictions clinically; no game-specific hoarding, virtual items, or game mechanic component examined.",,23.02,0.127679,2026-06-03T23:53:43.802529+00:00
39851819,reword,sonnet,claude-sonnet-4-6,Exclude,,"Problematic gaming scale development study; no hoarding, inventory, loot box, or collecting constructs examined.",,4.19,0.024979,2026-06-03T23:54:03.013192+00:00
39851819,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Scale development for general problematic gaming with no hoarding, loot box, inventory, or collecting constructs.",,4.18,0.027839,2026-06-03T23:54:06.818841+00:00
39851819,reword,haiku,claude-haiku-4-5,Exclude,,"Measures general problematic gaming consequences, not specific hoarding-related behaviors like accumulation or loot-box collecting.",,12.26,0.015743,2026-06-03T23:53:59.194004+00:00
28918416,reword,sonnet,claude-sonnet-4-6,Exclude,,"National addiction survey methodology paper; no game item hoarding, loot boxes, inventory, completionism, or virtual possession content.",,5.36,0.025717,2026-06-03T23:54:11.000867+00:00
28918416,lenient,sonnet,claude-sonnet-4-6,Exclude,,"National addiction prevalence survey with no game-item, loot box, inventory, or hoarding-in-games component.",,4.16,0.026089,2026-06-03T23:54:16.364890+00:00
39851819,lenient,haiku,claude-haiku-4-5,Exclude,,"Develops general problematic gaming scale without examining hoarding, loot boxes, completionism, backlog, or loss aversion.",,14.63,0.016497,2026-06-03T23:54:06.336847+00:00
28918416,reword,haiku,claude-haiku-4-5,Exclude,,Methodology paper describing survey design and sample; does not present empirical findings on in-game hoarding or gaming behaviors.,,16.76,0.016844,2026-06-03T23:54:07.200755+00:00
35954678,reword,sonnet,claude-sonnet-4-6,Exclude,,Policy/regulatory commentary on loot boxes without empirical behavioral or psychological data; falls under editorials/opinion without original data.,,3.98,0.025065,2026-06-03T23:54:20.970290+00:00
35954678,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,Commentary on loot box regulation with public health framing; may lack original empirical data but addresses loot box harms.,,3.9,0.025466,2026-06-03T23:54:24.948135+00:00
35954678,reword,haiku,claude-haiku-4-5,Exclude,,"Regulatory policy commentary without empirical data; loot boxes mentioned only in legislative context, not studied behaviorally.",,13.17,0.016002,2026-06-03T23:54:20.529604+00:00
34857367,lenient,haiku,claude-haiku-4-5,Maybe,D3|Cross-domain,Mentions gaming disorder and online compulsive buying but primary focus is traditional gambling; full-text needed to clarify game-specific item hoarding relevance.,,40.36,0.033042,2026-06-03T23:53:56.673509+00:00
38571884,reword,sonnet,claude-sonnet-4-6,Maybe,D3,"Examines monetization strategy (F2P/loot-box adjacent) and GD symptoms, but lacks explicit focus on gacha/loot-box collecting or hoarding behaviors.",,5.17,0.025515,2026-06-03T23:54:33.696186+00:00
38571884,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,Examines monetization strategies (F2P/P2P) and GD symptoms in adolescents; tangentially relevant to gacha/loot-box collecting behavior.,,4.1,0.025856,2026-06-03T23:54:38.862517+00:00
27378999,lenient,haiku,claude-haiku-4-5,Maybe,,"Compares behavioral addictions including Internet gaming disorder, but lacks explicit focus on game-specific hoarding behaviors.",,59.69,0.034364,2026-06-03T23:53:46.032736+00:00
35954678,lenient,haiku,claude-haiku-4-5,Exclude,,Regulatory commentary without empirical data on hoarding-related gaming behaviors; exclusion criterion 4.,,22.87,0.020172,2026-06-03T23:54:23.962651+00:00
38571884,reword,haiku,claude-haiku-4-5,Exclude,,Studies gaming disorder symptoms by genre/monetization; does not examine hoarding behaviors or relevant psychological constructs.,,20.09,0.020124,2026-06-03T23:54:28.845895+00:00
36864740,reword,sonnet,claude-sonnet-4-6,Exclude,,Editorial/opinion piece on research methodology and industry collaboration; no original empirical data on game hoarding behaviors.,,3.68,0.02773,2026-06-03T23:54:45.724736+00:00
36864740,lenient,sonnet,claude-sonnet-4-6,Exclude,,Editorial/debate commentary on research methodology with no original behavioral or psychological data on game hoarding constructs.,,4.6,0.025582,2026-06-03T23:54:48.933390+00:00
36864740,reword,haiku,claude-haiku-4-5,Exclude,,Editorial debate piece without original empirical data; violates Exclusion Criterion 4 (commentaries without original data).,,14.45,0.016275,2026-06-03T23:54:42.964320+00:00
32106893,reword,sonnet,claude-sonnet-4-6,Exclude,,"Focuses on gaming disorder prevalence and motives; no examination of hoarding, collecting, loot boxes, or virtual item behavior.",,3.95,0.025444,2026-06-03T23:54:53.536965+00:00
28918416,lenient,haiku,claude-haiku-4-5,Exclude,,"Methodology paper for addiction survey; no evidence it examines in-game hoarding, item retention, inventory management, completionism, or loss aversion behaviors.",,46.8,0.033985,2026-06-03T23:54:11.456883+00:00
32106893,reword,haiku,claude-haiku-4-5,Exclude,,"General gaming disorder survey; no examination of hoarding, gacha/loot-box collecting, inventory paralysis, or completionism behaviors.",,13.21,0.016813,2026-06-03T23:54:49.401844+00:00
32106893,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,Surveys microtransaction use alongside gaming disorder; tangentially relevant to D3 but lacks item-collecting or hoarding focus.,,6.64,0.025845,2026-06-03T23:54:57.490552+00:00
36864740,lenient,haiku,claude-haiku-4-5,Exclude,,Opinion piece on research ethics without original empirical data on game hoarding behaviors; excluded per criterion 4.,,17.84,0.017237,2026-06-03T23:54:46.833524+00:00
41556971,reword,sonnet,claude-sonnet-4-6,Exclude,,Commentary with no original data; non-digital gaming focus without empirical game-behavior or hoarding psychological measures.,,3.95,0.027662,2026-06-03T23:55:02.613206+00:00
41556971,lenient,sonnet,claude-sonnet-4-6,Exclude,,Commentary with no original data; exclusion criterion 1 and 4 apply — editorial piece without empirical findings.,,4.52,0.025605,2026-06-03T23:55:04.673679+00:00
41556971,reword,haiku,claude-haiku-4-5,Exclude,,Commentary without original empirical data; explicitly excluded per exclusion criterion 4 (editorials/commentaries without original data).,,13.82,0.016933,2026-06-03T23:54:58.254359+00:00
38571884,lenient,haiku,claude-haiku-4-5,Maybe,,"F2P monetization often includes gacha mechanics; clinical GD sample potentially exhibits collecting/compulsive symptoms, but abstract lacks explicit hoarding/inventory focus.",,36.56,0.028133,2026-06-03T23:54:37.036810+00:00
36606732,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,Longitudinal gambling study includes loot box purchase and skin betting as gambling-like digital game practices alongside pure gambling.,,5.21,0.02619,2026-06-03T23:55:13.600236+00:00
36606732,reword,sonnet,claude-sonnet-4-6,Maybe,D3,"Includes loot box purchase and skin betting as gambling-like digital game practices, but focuses primarily on pure gambling severity without game-mechanic behavioral measures.",,11.51,0.025939,2026-06-03T23:55:09.193831+00:00
32106893,lenient,haiku,claude-haiku-4-5,Exclude,,"Gaming disorder epidemiology study lacking focus on hoarding, collecting, inventory, completionism, loss aversion, or backlog behaviors.",,24.3,0.023006,2026-06-03T23:54:57.413806+00:00
32306232,reword,sonnet,claude-sonnet-4-6,Maybe,D3,"Reviews monetary gaming and microtransactions but focuses on community/social influence, not hoarding or collecting behavior directly.",,4.66,0.027696,2026-06-03T23:55:20.703888+00:00
32306232,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,Systematic review covering microtransactions and monetary gaming communities; tangentially relevant to loot box/gacha collecting behavior.,,3.38,0.028097,2026-06-03T23:55:25.360391+00:00
36606732,lenient,haiku,claude-haiku-4-5,Include,D3,Peer-reviewed empirical study examining loot box purchase in digital games and problem gambling severity.,,19.84,0.018814,2026-06-03T23:55:12.070646+00:00
36941849,reword,sonnet,claude-sonnet-4-6,Exclude,,"Study examines behavioral addictions linked to substance use with no game hoarding, loot box, or virtual item component.",,4.67,0.02767,2026-06-03T23:55:31.907127+00:00
32306232,lenient,haiku,claude-haiku-4-5,Maybe,D3,Systematic review on gaming communities and purchase intentions; possible D3 relevance but community-focus angle unclear without full text.,,22.71,0.020033,2026-06-03T23:55:21.711695+00:00
36941849,reword,haiku,claude-haiku-4-5,Exclude,,"Studies behavioral addictions generally with NMUSH; lacks game-hoarding specificity (loot boxes, gacha, items, inventory, completionism, backlog).",,17.09,0.018685,2026-06-03T23:55:28.735881+00:00
36941849,lenient,sonnet,claude-sonnet-4-6,Exclude,,"Study examines behavioral addictions and sedative use; no game hoarding, inventory, loot box, or collecting behavior addressed.",,3.87,0.025657,2026-06-03T23:55:44.422789+00:00
41556971,lenient,haiku,claude-haiku-4-5,Exclude,,"Commentary without original data; fails inclusion criterion 1 (empirical study, SR, or MA) and meets exclusion criterion 4.",,44.7,0.033662,2026-06-03T23:55:04.128784+00:00
32306232,reword,haiku,claude-haiku-4-5,Maybe,D3,Systematic review of monetary gaming communities; gacha/loot-box context present but hoarding-behavior specificity unclear.,,32.05,0.027209,2026-06-03T23:55:18.814317+00:00
40211461,reword,sonnet,claude-sonnet-4-6,Exclude,,"Focuses on homocapitalism and identity commodification; no behavioral or psychological measures of hoarding, collecting, or loss aversion.",,4.58,0.024656,2026-06-03T23:55:48.289904+00:00
36606732,reword,haiku,claude-haiku-4-5,Exclude,,Examines problem gambling severity across gambling forms including loot boxes; lacks hoarding-disorder framing and construct connection to review scope.,,47.72,0.036608,2026-06-03T23:55:06.560745+00:00
40211461,lenient,sonnet,claude-sonnet-4-6,Maybe,D3,"Focuses on LGBTQ+ cosmetic microtransactions; tangentially touches loot box/collecting behavior but primary thesis is sociocultural critique, not behavioral psychology.",,4.04,0.025177,2026-06-03T23:55:50.866335+00:00
36941849,lenient,haiku,claude-haiku-4-5,Exclude,,"Studies behavioral addictions linked to substance use, not game-specific hoarding, inventory, loot boxes, or item retention behaviors.",,22.54,0.021454,2026-06-03T23:55:36.580014+00:00
40211461,reword,haiku,claude-haiku-4-5,Exclude,,"Paper critiques LGBTQ+ commodification in games; does not examine hoarding, item retention, or loss aversion behaviors.",,14.27,0.016488,2026-06-03T23:55:45.828458+00:00
40211461,lenient,haiku,claude-haiku-4-5,Maybe,D3,Discusses cosmetics and monetization in games; requires full-text to determine if examining collecting/purchasing behavior specifically.,,37.66,0.029449,2026-06-03T23:55:48.824043+00:00
